date;Nb(#);Duration;Amplitude;Magnitude;E(J);Longitude;Latitude;Depth;Type;File;LocMode;LocType;Projection;Operator;Timestamp;ID
20180910 050851.42;1;2.58;Faible;-0.07869385167;48079.420279563;-61.66350042;16.04432334;-0.65234375;VOLCTECT;2018/09/10/ovsg2018ruzfye;manual;earthquake;WGS84;CL;20180910T050851.42;2018-09#327
20180910 055702.58;1;3.42;Faible;0.04092260518;72674.8104584161;-61.66414651;16.04453163;-0.4765625;VOLCTECT;2018/09/10/ovsg2018rvavlm;manual;earthquake;WGS84;CL;20180910T055702.58;2018-09#317
20180910 062214.76;1;2.94;Faible;-0.1071041568;43585.6738579741;-61.66220824;16.04265705;-1.00390625;VOLCTECT;2018/09/10/ovsg2018rvbreh;manual;earthquake;WGS84;CL;20180910T062214.76;2018-09#318
20180910 080456.52;1;3.18;Faible;-0.2450062209;27070.1503975576;-61.66350042;16.04432334;-0.65234375;VOLCTECT;2018/09/10/ovsg2018rvfbrh;manual;earthquake;WGS84;CL;20180910T080456.52;2018-09#328
20180910 081208.46;1;2.7;Faible;-0.2679466508;25008.0612180464;-61.66220823;16.04349019;-0.65234375;VOLCTECT;2018/09/10/ovsg2018rvfhwp;manual;earthquake;WGS84;CL;20180910T081208.46;2018-09#329
20180910 092529.88;1;2.94;Faible;0.1176866317;94739.2511390926;-61.66306968;16.04473991;-0.53515625;VOLCTECT;2018/09/10/ovsg2018rvhtbz;manual;earthquake;WGS84;CL;20180910T092529.88;2018-09#330
20180910 093438.10;1;1.68;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/10/ovsg2018rviayz;manual;earthquake;WGS84;CL;20180910T093438.10;2018-09#331
20180910 131357.60;3;11.76;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/10/ovsg2018rvphys;manual;earthquake;WGS84;ABU;20180910T131357.60;2018-09#335
20180910 134612.72;1;3;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/10/ovsg2018rvqjth;manual;earthquake;WGS84;ABU;20180910T134612.72;2018-09#337
20180910 151639.12;2;4.92;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/10/ovsg2018rvtjru;manual;earthquake;WGS84;ABU;20180910T151639.12;2018-09#338
20180910 181234.32;2;3.6;Faible;-0.01736428656;59422.862703486;-61.66436188;16.04473992;-0.65234375;VOLCEMB;2018/09/10/ovsg2018rvzfhe;manual;earthquake;WGS84;ABU;20180910T181234.32;2018-09#342
20180910 201229.04;2;3.3;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/11/ovsg2018rwdepw;manual;earthquake;WGS84;ABU;20180910T201229.04;2018-09#349
20180910 210510.98;4;5.16;Faible;;;-61.65724;16.04001;;VOLCEMB;2018/09/11/ovsg2018rweyaz;manual;earthquake;WGS84;ABU;20180910T210510.98;2018-09#350
20180911 043717.88;1;2.28;Faible;-0.04692447344;53655.3818345309;-61.66263896;16.0434902;-0.65234375;VOLCTECT;2018/09/11/ovsg2018rwtxpu;manual;earthquake;WGS84;CL;20180911T043717.88;2018-09#357
20180911 073107.74;1;3.12;Faible;-0.0273623882;57405.8851389078;-61.66393115;16.04473992;-0.65234375;VOLCTECT;2018/09/11/ovsg2018rwzrkn;manual;earthquake;WGS84;CL;20180911T073107.74;2018-09#358
20180911 204324.18;1;4.86;Faible;;;-61.67943732;16.0426565;-1.94140625;VOLCTECT;2018/09/11/ovsg2018rxzycq;manual;not locatable;WGS84;DJ;20180911T204324.18;2018-09#369
20180911 224810.92;1;2.4;Faible;;;-61.611075;16.066958;;VOLCTECT;2018/09/12/ovsg2018ryebqv;manual;earthquake;WGS84;DJ;20180911T224810.92;2018-09#374
20180911 231239.12;1;1.26;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/12/ovsg2018ryewtj;automatic;;WGS84;DJ;20180911T231239.12;2018-09#376
20180912 204609.66;1;1.14;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/12/ovsg2018rzvtjy;manual;earthquake;WGS84;DJ;20180912T204609.66;2018-09#401
20180915 040403.54;1;1.26;Faible;-0.4008363236;15803.2173999603;-61.66350042;16.04307363;-0.88671875;VOLCTECT;2018/09/15/ovsg2018sebsmt;manual;earthquake;WGS84;DJ;20180915T040403.54;2018-09#448
20180915 061403.96;1;1.26;Faible;-0.3393031406;19545.4326884213;-61.66393115;16.0434902;-0.76953125;VOLCTECT;2018/09/15/ovsg2018segaod;manual;earthquake;WGS84;DJ;20180915T061403.96;2018-09#446
20180915 063509.06;1;2.46;Faible;;;-61.6658;16.0533;0;VOLCTECT;2018/09/15/ovsg2018segsrv;manual;not locatable;WGS84;DJ;20180915T063509.06;2018-09#447
20180916 005936.18;1;2.88;Faible;-0.2087603049;30680.2958113218;-61.66350042;16.04473992;-0.65234375;VOLCTECT;2018/09/16/ovsg2018sfrilb;manual;earthquake;WGS84;DJ;20180916T005936.18;2018-09#457
20180916 013930.84;1;2.16;Faible;-0.071766917;49243.5806754553;-61.66393115;16.04432334;-0.65234375;VOLCTECT;2018/09/16/ovsg2018sfsqva;manual;earthquake;WGS84;DJ;20180916T013930.84;2018-09#459
20180917 062015.30;1;3.36;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/17/ovsg2018shxrqb;manual;earthquake;WGS84;JP;20180917T062015.30;2018-09#473
20180917 132457.42;1;2.1;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/17/ovsg2018siltpj;manual;earthquake;WGS84;ABU;20180917T132457.42;2018-09#475
20180918 002126.10;1;1.5;Faible;-0.3246893401;20557.2960289598;-61.66436188;16.0434902;-0.76953125;VOLCTECT;2018/09/18/ovsg2018sjhnhs;manual;earthquake;WGS84;ABU;20180918T002126.10;2018-09#486
20180918 115718.90;1;1.8;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/18/ovsg2018skeoym;manual;earthquake;WGS84;ABU;20180918T115718.90;2018-09#494
20180918 202305.10;1;2.88;Faible;-0.1630081101;35932.5331447262;-61.66393115;16.04432334;-0.41796875;VOLCTECT;2018/09/18/ovsg2018skviul;manual;earthquake;WGS84;ABU;20180918T202305.10;2018-09#504
20180918 210820.04;1;1.92;Faible;-0.3985672519;15927.5553196478;-61.66436187;16.04265706;-0.53515625;VOLCTECT;2018/09/18/ovsg2018skwvug;manual;earthquake;WGS84;ABU;20180918T210820.04;2018-09#505
20180918 212857.36;1;2.28;Faible;-0.2122935864;30308.1634286273;-61.66393115;16.0434902;-0.41796875;VOLCTECT;2018/09/18/ovsg2018skxnoe;manual;earthquake;WGS84;ABU;20180918T212857.36;2018-09#506
20180919 023927.90;1;2.88;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/19/ovsg2018slhvcv;manual;earthquake;WGS84;ABU;20180919T023927.90;2018-09#519
20180919 024629.40;1;3;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/19/ovsg2018slibek;manual;earthquake;WGS84;ABU;20180919T024629.40;2018-09#520
20180919 033240.74;1;5.58;Faible;0.4503032343;298851.095005829;-61.66306968;16.04557306;-0.30078125;VOLCTECT;2018/09/19/ovsg2018sljoze;manual;earthquake;WGS84;ABU;20180919T033240.74;2018-09#516
20180919 052237.50;1;5.64;Faible;0.1823155919;118433.179278243;-61.66393115;16.04432334;-0.65234375;VOLCTECT;2018/09/19/ovsg2018slnfsy;manual;earthquake;WGS84;JP;20180919T052237.50;2018-09#517
20180919 093531.86;1;3.6;Faible;-0.1015218036;44434.1927488673;-61.66457724;16.04328191;-0.59375;VOLCTECT;2018/09/19/ovsg2018slvprm;manual;earthquake;WGS84;JP;20180919T093531.86;2018-09#518
20180919 230057.24;1;1.68;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/20/ovsg2018smwhsh;manual;earthquake;WGS84;ABU;20180919T230057.24;2018-09#537
20180920 040448.36;1;3.18;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/20/ovsg2018sngjnz;manual;earthquake;WGS84;ABU;20180920T040448.36;2018-09#543
20180920 043505.04;1;2.94;Faible;-0.4219654157;14691.0175128021;-61.67066667;16.04616667;-0.4;VOLCTECT;2018/09/20/ovsg2018snhjqm;manual;earthquake;WGS84;ABU;20180920T043505.04;2018-09#544
20180920 050916.38;1;2.34;Faible;;;-61.66168;16.0427;;VOLCTECT;2018/09/20/ovsg2018sninci;manual;earthquake;WGS84;ABU;20180920T050916.38;2018-09#545
20180920 094624.06;1;3.54;Faible;-0.1936441798;32324.6424907921;-61.66306969;16.04307363;-0.18359375;VOLCTECT;2018/09/20/ovsg2018snrrye;manual;earthquake;WGS84;ABU;20180920T094624.06;2018-09#541
20180920 104724.96;1;3.36;Faible;0.02513959386;68819.1637126234;-61.6667309;16.04453161;-0.4765625;VOLCTECT;2018/09/20/ovsg2018sntsoj;manual;earthquake;WGS84;ABU;20180920T104724.96;2018-09#542
20180920 123808.10;1;2.4;Faible;;;-61.66168;16.0427;;VOLCTECT;2018/09/20/ovsg2018snxjxc;manual;earthquake;WGS84;ABU;20180920T123808.10;2018-09#547
20180920 124111.82;1;2.52;Faible;;;-61.66414651;16.04369849;-0.7109375;VOLCTECT;2018/09/20/ovsg2018snxmnl;manual;earthquake;WGS84;ABU;20180920T124111.82;2018-09#548
20180920 131020.40;1;2.16;Faible;-0.4277700348;14399.4182915988;-61.66543871;16.04578134;-0.359375;VOLCTECT;2018/09/20/ovsg2018snylqn;manual;earthquake;WGS84;ABU;20180920T131020.40;2018-09#549
20180920 143445.72;1;2.76;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/20/ovsg2018sobgjw;manual;earthquake;WGS84;ABU;20180920T143445.72;2018-09#553
20180920 145329.58;2;3.6;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/20/ovsg2018sobwnp;manual;earthquake;WGS84;ABU;20180920T145329.58;2018-09#554
20180920 170200.66;1;3.12;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/20/ovsg2018sogdgz;manual;earthquake;WGS84;ABU;20180920T170200.66;2018-09#556
20180920 190115.24;1;2.52;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/20/ovsg2018sokcat;manual;earthquake;WGS84;ABU;20180920T190115.24;2018-09#559
20180920 192130.60;1;3.54;Faible;0.1616732447;110283.328963094;-61.66500797;16.04453163;-0.4765625;VOLCTECT;2018/09/20/ovsg2018soktne;manual;earthquake;WGS84;ABU;20180920T192130.60;2018-09#560
20180920 202504.02;4;11.1;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/20/ovsg2018somwgq;manual;earthquake;WGS84;ABU;20180920T202504.02;2018-09#565
20180920 203139.84;1;4.08;Faible;-0.1327770043;39887.2865862732;-61.66393115;16.0434902;-0.88671875;VOLCTECT;2018/09/20/ovsg2018sonbyw;manual;earthquake;WGS84;ABU;20180920T203139.84;2018-09#566
20180920 205455.50;5;10.56;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/20/ovsg2018sonvzk;manual;earthquake;WGS84;ABU;20180920T205455.50;2018-09#569
20180920 215253.76;1;6.78;Faible;0.5376473158;404083.366486733;-61.66436187;16.04224048;-0.41796875;VOLCTECT;2018/09/20/ovsg2018soptyx;manual;earthquake;WGS84;ABU;20180920T215253.76;2018-09#567
20180920 221327.54;1;2.7;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/20/ovsg2018soqlqy;manual;earthquake;WGS84;ABU;20180920T221327.54;2018-09#570
20180920 222351.90;3;12.9;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/20/ovsg2018soqupy;manual;earthquake;WGS84;ABU;20180920T222351.90;2018-09#571
20180920 222638.34;1;5.1;Faible;;;-61.703;15.979;0;VOLCTECT;2018/09/20/ovsg2018soqxea;manual;not locatable;WGS84;ABU;20180920T222638.34;2018-09#568
20180920 225419.44;1;3.48;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018soruwo;manual;earthquake;WGS84;ABU;20180920T225419.44;2018-09#579
20180920 225525.68;3;6.9;Faible;-0.09606986479;45278.8306893113;-61.66436188;16.0434902;-0.65234375;VOLCEMB;2018/09/20/ovsg2018sorvxb;manual;earthquake;WGS84;ABU;20180920T225525.68;2018-09#574
20180920 230728.14;1;1.56;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018sosgfe;manual;earthquake;WGS84;ABU;20180920T230728.14;2018-09#580
20180920 234031.32;4;7.98;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018sotirq;manual;earthquake;WGS84;ABU;20180920T234031.32;2018-09#581
20180920 234658.98;1;4.8;Moyenne;-0.01890039425;59108.4279003351;-61.66220823;16.04390677;-0.65234375;VOLCTECT;2018/09/20/ovsg2018sotogj;manual;earthquake;WGS84;ABU;20180920T234658.98;2018-09#575
20180920 235923.76;1;2.34;Faible;-0.1772616552;34206.4115990782;-61.66393115;16.04432334;-0.53515625;VOLCTECT;2018/09/21/ovsg2018sotyzc;manual;earthquake;WGS84;ABU;20180920T235923.76;2018-09#576
20180920 235954.24;4;11.82;Moyenne;-0.04876438501;53315.4921492814;-61.66393115;16.04224048;-0.30078125;VOLCEMB;2018/09/21/ovsg2018sotzmc;manual;earthquake;WGS84;ABU;20180920T235954.24;2018-09#577
20180921 000323.76;3;7.5;Faible;-0.108539877;43370.0761308367;-61.66393115;16.04473992;-0.53515625;VOLCEMB;2018/09/21/ovsg2018soucmf;manual;earthquake;WGS84;ABU;20180921T000323.76;2018-09#578
20180921 001711.40;1;5.16;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018souohd;manual;earthquake;WGS84;ABU;20180921T001711.40;2018-09#582
20180921 003834.32;1;2.52;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018sovgsg;manual;earthquake;WGS84;ABU;20180921T003834.32;2018-09#584
20180921 005242.90;1;1.8;Faible;-0.1321527571;39973.3792834367;-61.66263897;16.04182391;-1.23828125;VOLCTECT;2018/09/21/ovsg2018sovswx;manual;earthquake;WGS84;ABU;20180921T005242.90;2018-09#586
20180921 010034.02;1;1.62;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018sovzrd;manual;earthquake;WGS84;ABU;20180921T010034.02;2018-09#587
20180921 010452.98;1;1.86;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018sowdjm;manual;earthquake;WGS84;ABU;20180921T010452.98;2018-09#588
20180921 012244.82;1;2.88;Faible;-0.1449971056;38238.8076335681;-61.66522334;16.04515648;-0.41796875;VOLCTECT;2018/09/21/ovsg2018sowsun;manual;earthquake;WGS84;ABU;20180921T012244.82;2018-09#585
20180921 014555.62;2;9.66;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018soxmvl;manual;earthquake;WGS84;ABU;20180921T014555.62;2018-09#590
20180921 014616.68;4;10.68;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018soxnbb;manual;earthquake;WGS84;ABU;20180921T014616.68;2018-09#612
20180921 015102.34;3;7.2;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018soxrfi;manual;not locatable;WGS84;ABU;20180921T015102.34;2018-09#591
20180921 015530.60;3;12.84;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018soxvdh;manual;earthquake;WGS84;ABU;20180921T015530.60;2018-09#592
20180921 021724.30;1;3.48;Faible;-0.1159610461;42272.5484773722;-61.66350042;16.04473992;-0.65234375;VOLCTECT;2018/09/21/ovsg2018soynwy;manual;earthquake;WGS84;JP;20180921T021724.30;2018-09#593
20180921 024816.92;2;6;Faible;;;-61.6697;16.0378;0;VOLCEMB;2018/09/21/ovsg2018sozomq;manual;not locatable;WGS84;ABU;20180921T024816.92;2018-09#594
20180921 030715.54;2;5.58;Faible;-0.3868286031;16586.5894569715;-61.66436188;16.04390677;-0.53515625;VOLCEMB;2018/09/21/ovsg2018spaewf;manual;earthquake;WGS84;ABU;20180921T030715.54;2018-09#617
20180921 032819.02;2;7.74;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spaxbi;manual;earthquake;WGS84;ABU;20180921T032819.02;2018-09#595
20180921 035110.80;5;11.28;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spbqrk;manual;earthquake;WGS84;ABU;20180921T035110.80;2018-09#632
20180921 035353.82;3;6.66;Faible;;;-61.66835;16.03908;;VOLCEMB;2018/09/21/ovsg2018spbtag;manual;earthquake;WGS84;ABU;20180921T035353.82;2018-09#618
20180921 035543.86;1;4.74;Faible;;;-61.66168;16.0427;;VOLCTECT;2018/10/25/ovsg2018spbups;manual;earthquake;WGS84;ABU;20180921T035543.86;2018-09#844
20180921 035552.92;4;8.76;Faible;;;-61.66835;16.03908;;VOLCEMB;2018/09/21/ovsg2018spbuss;manual;earthquake;WGS84;ABU;20180921T035552.92;2018-09#619
20180921 040120.58;4;11.4;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spbzle;manual;earthquake;WGS84;ABU;20180921T040120.58;2018-09#634
20180921 040708.94;2;7.02;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spcelw;manual;not locatable;WGS84;ABU;20180921T040708.94;2018-09#596
20180921 041840.92;2;4.44;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spcomn;manual;not locatable;WGS84;ABU;20180921T041840.92;2018-09#597
20180921 045442.72;1;2.64;Faible;-0.2839538112;23662.9716385963;-61.66350042;16.04182391;-1.23828125;VOLCEMB;2018/09/21/ovsg2018spdtlp;manual;earthquake;WGS84;JP;20180921T045442.72;2018-09#598
20180921 045954.06;1;2.76;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spdxxs;manual;not locatable;WGS84;JP;20180921T045954.06;2018-09#599
20180921 050356.76;1;4.98;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spebkm;manual;not locatable;WGS84;JP;20180921T050356.76;2018-09#600
20180921 050704.92;2;3.96;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018speedb;manual;earthquake;WGS84;ABU;20180921T050704.92;2018-09#601
20180921 050728.80;1;2.94;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018speekx;manual;earthquake;WGS84;JP;20180921T050728.80;2018-09#620
20180921 051110.74;1;3.54;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spehpu;manual;earthquake;WGS84;JP;20180921T051110.74;2018-09#621
20180921 051529.22;1;3.66;Faible;-0.1698217902;35096.7833393624;-61.66436188;16.04473992;-0.41796875;VOLCEMB;2018/09/21/ovsg2018speliw;manual;earthquake;WGS84;JP;20180921T051529.22;2018-09#602
20180921 053423.64;5;17.58;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spfbpy;manual;earthquake;WGS84;ABU;20180921T053423.64;2018-09#622
20180921 053525.38;1;3.78;Faible;-0.2306342706;28447.7939783989;-61.66393115;16.04307363;-0.76953125;VOLCTECT;2018/09/21/ovsg2018spfcnm;manual;earthquake;WGS84;JP;20180921T053525.38;2018-09#603
20180921 054633.66;1;2.7;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018spfmco;manual;earthquake;WGS84;ABU;20180921T054633.66;2018-09#635
20180921 054715.24;3;10.92;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spfmuc;manual;not locatable;WGS84;ABU;20180921T054715.24;2018-09#604
20180921 054755.50;4;15.24;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spfnih;manual;not locatable;WGS84;ABU;20180921T054755.50;2018-09#605
20180921 054853.04;3;8.22;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018spfocv;manual;earthquake;WGS84;ABU;20180921T054853.04;2018-09#623
20180921 054945.06;2;4.8;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spfowp;manual;not locatable;WGS84;ABU;20180921T054945.06;2018-09#606
20180921 060000.66;1;2.34;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018spfxrw;manual;earthquake;WGS84;JP;20180921T060000.66;2018-09#624
20180921 061436.12;3;12.36;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018spgkgz;manual;earthquake;WGS84;ABU;20180921T061436.12;2018-09#636
20180921 064040.38;6;21.3;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018sphguw;manual;not locatable;WGS84;ABU;20180921T064040.38;2018-09#607
20180921 064205.40;1;2.82;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018sphhyt;manual;earthquake;WGS84;JP;20180921T064205.40;2018-09#625
20180921 070252.38;1;3.42;Faible;-0.593178279;8132.65934939221;-61.66306969;16.04432334;-0.53515625;VOLCTECT;2018/09/21/ovsg2018sphzwk;manual;earthquake;WGS84;JP;20180921T070252.38;2018-09#626
20180921 075031.74;1;3.48;Faible;-0.2102196725;30526.0415662894;-61.66393115;16.0434902;-0.65234375;VOLCTECT;2018/09/21/ovsg2018spjoyt;manual;earthquake;WGS84;JP;20180921T075031.74;2018-09#610
20180921 080106.90;6;23.4;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spjybw;manual;not locatable;WGS84;ABU;20180921T080106.90;2018-09#611
20180921 085736.60;1;2.64;Faible;-0.5912723252;8186.37268809247;-61.66414651;16.04369849;-0.7109375;VOLCTECT;2018/09/21/ovsg2018splusz;manual;earthquake;WGS84;JP;20180921T085736.60;2018-09#627
20180921 093449.14;7;19.08;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spnauu;manual;earthquake;WGS84;ABU;20180921T093449.14;2018-09#628
20180921 094540.20;1;5.16;Faible;-0.224498599;29057.0888587634;-61.66328505;16.04369849;-0.4765625;VOLCTECT;2018/09/21/ovsg2018spnkdx;manual;earthquake;WGS84;ABU;20180921T094540.20;2018-09#638
20180921 105406.90;6;19.44;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spprdd;manual;earthquake;WGS84;ABU;20180921T105406.90;2018-09#629
20180921 121519.20;5;16.86;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spsjfa;manual;not locatable;WGS84;ABU;20180921T121519.20;2018-09#631
20180921 121924.90;6;13.44;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spsmqg;manual;earthquake;WGS84;ABU;20180921T121924.90;2018-09#640
20180921 130747.58;4;13.92;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018spucih;manual;earthquake;WGS84;ABU;20180921T130747.58;2018-09#642
20180921 142023.76;4;10.8;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spwmww;manual;earthquake;WGS84;ABU;20180921T142023.76;2018-09#644
20180921 145356.28;2;4.74;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spxpuo;manual;earthquake;WGS84;ABU;20180921T145356.28;2018-09#646
20180921 160624.12;2;8.1;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018sqaagd;manual;earthquake;WGS84;ABU;20180921T160624.12;2018-09#647
20180921 165217.10;3;9.72;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018sqbnux;manual;not locatable;WGS84;ABU;20180921T165217.10;2018-09#649
20180921 172832.22;4;9.54;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018sqctai;manual;earthquake;WGS84;ABU;20180921T172832.22;2018-09#651
20180921 175232.40;2;7.56;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018sqdnsa;manual;earthquake;WGS84;ABU;20180921T175232.40;2018-09#652
20180921 180430.78;4;4.86;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018sqdyad;manual;earthquake;WGS84;ABU;20180921T180430.78;2018-09#653
20180921 183016.92;1;1.32;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018sqeufl;manual;earthquake;WGS84;ABU;20180921T183016.92;2018-09#655
20180921 185324.24;3;4.74;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018sqfodt;manual;earthquake;WGS84;ABU;20180921T185324.24;2018-09#656
20180921 190521.18;1;5.58;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018sqfylm;manual;earthquake;WGS84;ABU;20180921T190521.18;2018-09#657
20180921 201209.12;3;9;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqiead;manual;earthquake;WGS84;ABU;20180921T201209.12;2018-09#661
20180921 201437.14;1;6.24;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/22/ovsg2018sqigdj;manual;earthquake;WGS84;ABU;20180921T201437.14;2018-09#662
20180921 201516.80;2;9.24;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqigry;manual;earthquake;WGS84;ABU;20180921T201516.80;2018-09#663
20180921 210337.74;3;9.18;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqjwlc;manual;earthquake;WGS84;ABU;20180921T210337.74;2018-09#665
20180921 221547.28;3;7.92;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqmgoc;manual;earthquake;WGS84;ABU;20180921T221547.28;2018-09#666
20180921 225312.96;4;8.88;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqnmuk;manual;earthquake;WGS84;ABU;20180921T225312.96;2018-09#667
20180921 234715.78;2;6.9;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqphjk;manual;earthquake;WGS84;ABU;20180921T234715.78;2018-09#668
20180921 234931.62;3;7.14;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqpjie;manual;earthquake;WGS84;ABU;20180921T234931.62;2018-09#669
20180922 003243.74;3;7.86;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqquob;manual;earthquake;WGS84;ABU;20180922T003243.74;2018-09#670
20180922 010518.90;3;3;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqrwqc;manual;earthquake;WGS84;ABU;20180922T010518.90;2018-09#671
20180922 051424.60;1;10.98;Faible;;;-61.66333333;16.04433333;-0.33;VOLCEMB;2018/09/22/ovsg2018sradhw;manual;earthquake;WGS84;ABU;20180922T051424.60;2018-09#675
20180922 084006.12;1;8.7;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srgynu;manual;earthquake;WGS84;ABU;20180922T084006.12;2018-09#677
20180922 085555.56;1;7.68;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srhmed;automatic;;WGS84;ABU;20180922T085555.56;2018-09#678
20180922 092625.92;1;8.04;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/22/ovsg2018srimlm;automatic;;WGS84;ABU;20180922T092625.92;2018-09#679
20180922 100619.32;1;3.06;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/22/ovsg2018srjuvl;automatic;;WGS84;ABU;20180922T100619.32;2018-09#680
20180922 111332.22;1;7.2;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srmatk;automatic;;WGS84;ABU;20180922T111332.22;2018-09#681
